id	title	shortDescription	cpvs	AwCritLacksIndicator	AwCritMethodMissingIndicator	AwCritPaymentDeadlineCondIndicator	ContrDescCartellingIndicator	CountOfInvOpsNoCondIndicator	DeadlineIsTightIndicator	DurationLongOrIndefiniteIndicator	FinAbEquityCondIndicator	FinAbMissingMinCondIndicator	FinAbRevenueCondExceedEstimValIndicator	FinAbRevenueCondManyYearsIndicator	FwAgFewParticipantsIndicator	FwAgHighEstimatedValueIndicator	FwAgLongDurationIndicator	FwAgOneParticipantIndicator	HighEstimatedValueIndicator	OfferGuaranteeIsHighIndicator	OpeningDateDiffersFromDeadlineIndicator	PersSitMissingCondIndicator	ProcTypeAcceleratedIndicator	ProcTypeNegotiatedNoJustificationIndicator	RenewalOfContractIndicator	TechCapEURefCondIndicator	TechCapExpertsExpCondManyYearsIndicator	TechCapGeoCondIndicator	TechCapMissingMinCondIndicator	TechCapRefCondExceedEstimValIndicator	TechCapRefCondManyYearsIndicator	TechCapSingleContractRefCondIndicator	cpvs_filtered	cleaned text
246463-2019	Műszaki eszközök 2. - EFOP-3.6.1-16-2016-00004 Hivatkozási szám: EKR000588212019	Műszaki eszközök beszerzésének folytatása a Pécsi Tudományegyetem EFOP-3.6.1-16-2016-00004 pályázata keretein belül a közbeszerzési dokumentumokban meghatározottak szerint az alábbi bontásban: 1.ajánlati rész: Energetikai monitoring adatgyűjtéséhez szükséges rendszer bővítése - berendezések, szenzorok 2.ajánlati rész: Autonóm jármű rendszer 3.ajánlati rész: Termikus komfort mérőbábú rendszer	35125100|38000000|38110000|38300000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38	['adásvételi', 'szerződés', 'fizikoterápiás', 'készülék', 'és', 'műszer', 'beszerzés']
246465-2019	FT-1200/DPC/2018-SZI-215-Gyógyszerek 2. eljárás Hivatkozási szám: EKR000257282019	Adás-vételi szerződés keretében Ajánlatkérő az Intézmény részére 12 hónapban szükséges gyógyszereket kívánja megvásárolni.	33690000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	['határozott', 'idejű', 'felhasználási', 'szerződés', 'keret', 'a', 'cab', 'abstract', 'a', 'food', 'science', 'and', 'technology', 'abstracts', 'és', 'a', 'zoological', 'record', 'elektronikus', 'adatbázis', 'beszerzés']
246466-2019	Tiszavasvári, élelmiszer nyersanyagok beszerzése Hivatkozási szám: EKR000633202019	Szállítási szerződés, Tiszavasvári, élelmiszer nyersanyagok beszerzésére. I.sz. részajánlat: tejtermékek 47 tétel II.sz. részajánlat: kenyér, péksütemény 58 tétel III.sz. részajánlat: tőkehús, 18 tétel VI.sz. részajánlat: baromfihús és húskészítmények 54 tétel V.sz. részajánlat: mirelit zöldség, gyümölcs 34 tétel VI.sz. részajánlat: friss zöldség, gyümölcs 69 tétel VII.sz. részajánlat: szárazáru 132 tétel A közbeszerzési dokumentumban részletezettek szerint. Ahol gyártmányra, típusra, eredetre, szabadalomra vagy védjegyre hivatkozott ajánlatkérő, ott a megnevezés csak a tárgy jellegének egyértelmű meghatározása érdekében történt, azzal Egyenértékű termék ajánlható meg (321/2015. (X. 30.) Korm. rendelet 46. §. (3) bekezdése. Ajánlatkérő a megadott mennyiségtől + 20 % -al eltérhet.	15000000|15110000|15112000|15130000|15211000|15300000|15500000|15810000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15	['munkagép', 'és', 'haszongépjármű', 'karbantartás', 'javítás', 'és', 'ez', 'kapcsolódó', 'alkatrész', 'és', 'csere', 'munkagép', 'illetve', 'gépjármű', 'biztosítás', 'év']
246468-2019	Hemodinamikai fogyóanyagok-II Hivatkozási szám: EKR000312732019	Keretmegállapodás hemodinamikai fogyóanyagok beszerzésére 25 részben, kihelyezett áruraktár biztosításával.	33140000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	['laboratóriumi', 'fehérvérsejt', 'mentesítő', 'szűrő', 'és', 'ő', 'kapcsolódó', 'tároló', 'zsák', 'fehérvérsejt', 'mentesítő', 'szűrő', 'szett', 'beszerzés', 'trombocita', 'koncentrátum', 'adásvételi', 'szerződés', 'keret']
246469-2019	Hemodinamikai fogyóanyagok beszerzése-I Hivatkozási szám: EKR000278922019	Keretmegállapodás hemodinamikai fogyóanyagok beszerzésére 25 részben, kihelyezett áruraktár biztosításával.	33140000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	['megbízási', 'szerződés', 'az', 'eger', 'város', 'szennyvízcsatorna-hálózat', 'fejlesztés', 'és', 'a', 'szennyvíztisztító', 'telep', 'korszerűsítés', 'émo', '8', 'elnevezésű', 'kehop-2', '2-15-2016-00090', 'azonosítószámú', 'projekt', 'keret', 'műszaki', 'ellenőri', 'tevékenység', 'ellátás']
246607-2019	ELTE - földgáz energia Hivatkozási szám: EKR000566852019	Földgáz energia szállítása az ajánlatkérő részére a 1.10.2019 06:00 CET – 1.10.2020 06:00 CET és 1.10.2020 06:00 CET – 1.10.2021 06:00 CET közötti időszakra vonatkozóan, teljes ellátás alapú földgáz energia kereskedelmi szerződés keretében.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91	['adásvételi', 'szerződés', 'alap', 'a', 'sopron', 'és', 'térsége', 'hulladékgazdálkodási', 'rendszer', 'elnevezésű', 'keop-1', '1.1', '09-2011-0002', 'számú', 'projekt', 'megvalósulás', 'szükséges', 'hulladékgyűjtő', 'konténer', 'beszerzés']
246614-2019	ELTE - villamos energia Hivatkozási szám: EKR000566922019	Általános felhasználású villamos energia értékesítése a 1.1.2020 00:00 CET – 31.12.2020 24:00 CET és 1.1.2021 00:00 CET – 31.12.2021 24:00 CET közötti időszakban teljes ellátás alapú villamos energia kereskedelmi szerződés keretében.	9310000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93	['a', 'nemzeti', 'adó', 'és', 'vámhivatal', 'szakértői', 'intézete', 'részére', 'mérőműszer', 'beszerzés', 'rész']
246618-2019	Földgáz beszerzése Hivatkozási szám: EKR000601212019	Teljes ellátás alapú, földgáz-kereskedelmi szerződés keretében az Észak-Pesti Tankerületi Központ intézményei részére szabványos minőségű földgáz energia beszerzése 1.10.2019 6:00 CET – 1.10.2020 6:00 CET időszakra vonatkozóan	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91	['vállalkozási', 'szerződés', 'keret', 'sárvár', 'város', 'közigazgatási', 'terület', 'a', 'közterület-fenntartási', 'feladat', 'ellátás']
246741-2015	Speciális oktatási épület és kapcsolódó létesítmények megvalósítása generálkivitelezői szerződés keretén belül.	Generálkivitelezői szerződés új speciális képzési intézmény és kapcsolódó létesítmények megvalósítására.	45000000|45214400|45214700|45262300|45262522|45300000|45310000|45331000|45350000|45430000|45450000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45	['keretmegállapodás', 'építési', 'munka', 'az', 'ország', 'terület', 'év', 'vonatkozó', 'főcsoport', 'összesen', 'rész', '1.', 'főcsoport', 'a', 'újrahasznosítási', 'technológia', 'b', 'útburkolat', 'marás', 'és', 'bontása', 'változó', 'vastagság', 'és', 'szélesség', 'c', 'fagyvédő', 'ill.', 'javítóréteg', 'építés', 'változó', 'vastagság', 'és', 'szélesség', 'd', 'útalap', 'építés', 'változó', 'vastagság', 'és', 'szélesség', 'e', 'aszfalt', 'és', 'kőburkolatú', 'útpályaszerkezet', 'építés', 'változó', 'vastagság', 'és', 'szélesség', 'f', 'fogadó', 'felület', 'kellősítés', 'felületi', 'bevonat', 'készítés', 'változó', 'vastagság', 'és', 'szélesség', 'g', 'többlet', 'szállítási', 'munka', '1.', 'sz.', 'rész', '1.', 'főcsoport', 'közép-magyarország', 'régió', 'huf', '2.', 'sz.', 'rész', '1.', 'főcsoport', 'közép-dunántúl', 'régió', 'huf', '3.', 'sz.', 'rész', '1.', 'főcsoport', 'nyugat-dunántúl', 'régió', 'huf', '4.', 'sz.', 'rész', '1.', 'főcsoport', 'dél-dunántúl', 'régió', 'huf', '5.', 'sz.', 'rész', '1.', 'főcsoport', 'dél-alföld', 'régió', 'huf', '6.', 'sz.', 'rész', '1.', 'főcsoport', 'észak-alföld', 'régió', 'huf', '7.', 'sz.', 'rész', '1.', 'főcsoport', 'észak-magyarország', 'régió', 'huf', '2.', 'főcsoport', 'a', 'padkakészítés', 'változó', 'vastagság', 'és', 'szélesség', 'szállítás', 'km', 'b', 'vízépítési', 'létesítmény', 'építés', 'c', 'közmű', 'felszíni', 'szerelvény', 'szintbehelyezés', 'aszfaltburkolat', 'burkolat', 'javítás', 'szükséges', 'anyag', 'd', 'többlet', 'szállítási', 'munka', '8.', 'sz.', 'rész', '2.', 'főcsoport', 'közép-magyarország', 'régió', 'huf', '9.', 'sz.', 'rész', '2.', 'főcsoport', 'közép-dunántúl', 'régió', 'huf', '10.', 'sz.', 'rész', '2.', 'főcsoport', 'nyugat-dunántúl', 'régió', 'huf', '11.', 'sz.', 'rész', '2.', 'főcsoport', 'dél-dunántúl', 'régió', 'huf', '12.', 'sz.', 'rész', '2.', 'főcsoport', 'dél-alföld', 'régió', 'huf', '13.', 'sz.', 'rész', '2.', 'főcsoport', 'észak-alföld', 'régió', 'huf', '14.', 'sz.', 'rész', '2.', 'főcsoport', 'észak-magyarország', 'régió', 'huf', '3.', 'főcsoport', 'a', 'forgalomtechnikai', 'elem', 'elhelyezés', 'b', 'ideiglenes', 'forgalomszabályozás', 'c', 'burkolati', 'jel', 'készítés', '15.', 'sz.', 'rész', '3.', 'főcsoport', 'közép-magyarország', 'régió', 'huf', '16.', 'sz.', 'rész', '3.', 'főcsoport', 'közép-dunántúl', 'régió', 'huf', '17.', 'sz.', 'rész', '3.', 'főcsoport', 'nyugat-dunántúl', 'régió', 'huf', '18.', 'sz.', 'rész', '3.', 'főcsoport', 'dél-dunántúl', 'régió', 'huf', '19.', 'sz.', 'rész', '3.', 'főcsoport', 'dél-alföld', 'régió', 'huf', '20.', 'sz.', 'rész', '3.', 'főcsoport', 'észak-alföld', 'régió', 'huf', '21.', 'sz.', 'rész', '3.', 'főcsoport', 'észak-magyarország', 'régió', 'huf', '4.', 'főcsoport', 'szállítmányozás', '22.', 'sz.', 'rész', '4.', 'főcsoport', 'közép-magyarország', 'régió', 'huf', '23.', 'sz.', 'rész', '4.', 'főcsoport', 'közép-dunántúl', 'régió', 'huf', '24.', 'sz.', 'rész', '4.', 'főcsoport', 'nyugat-dunántúl', 'régió', 'huf', '25.', 'sz.', 'rész', '4.', 'főcsoport', 'dél-dunántúl', 'régió', 'huf', '26.', 'sz.', 'rész', '4.', 'főcsoport', 'dél-alföld', 'régió', 'huf', '27.', 'sz.', 'rész', '4.', 'főcsoport', 'észak-alföld', 'régió', 'huf', '28.', 'sz.', 'rész', '4.', 'főcsoport', 'észak-magyarország', 'régió', 'huf']
246827-2017	Kötszerek beszerzése az Országos Mentőszolgálat részére.	Adásvételi keretszerződés keretében kötszerek beszerzése az Országos Mentőszolgálat részére. 4 részajánlati körben: 1. rész: Steril kötszerek. 2. rész: Nem steril kötszerek. 3. rész: Ragtapasz. 4. rész: Vérzéscsillapító kötszerek.	33141100|33141110|33141113|33141115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	['tervezési', 'szerződés', 'sz.', 'főút', '8+444-27+310', 'km', 'sz.', '-', 'közötti', 'szakasz', 'tonnás', 'burkolat-megerősítés', '2x2', 'sáv', 'kiépítés', 'és', 'a', '29+950-40+000', 'km', 'sz.', 'közötti', 'szakasz', 'tonnás', 'burkolat-megerősítés', 'tárgyú', 'projekt', 'értékelemzés', 'elkészítés', 'valamint', 'megvalósíthatósági', 'tanulmány', 'korszerűségi', 'felülvizsgálat', 'tanulmányterv', 'részletes', 'környezeti', 'hatástanulmány', 'kht', 'kisajátítási', 'terv', 'illetve', 'egyesített', 'engedélyezési', 'és', 'kiviteli', 'tervdokumentáció', 'elkészítés', 'és', 'az', 'engedélyeztetési', 'eljárás', 'lebonyolítás', 'pst', 'projekt', 'kód', 'k037']
246873-2017	Keretre szerelt biológiai aorta műbillentyűből és egy, a billentyű implantátum bevezetését és elhelyezését elősegítő előre szerelt bevezető rendszer és tartozékaiból álló szett beszerzése. Hivatkozási szám: 62/2017	Keretre szerelt biológiai aorta műbillentyűből és egy, a billentyű implantátum bevezetését és elhelyezését elősegítő előre szerelt bevezető rendszer és tartozékaiból álló szett beszerzése Ajánlatkérő eseti megrendelései szerint, legfeljebb nettó 34 340 157 HUF keretösszeg erejéig adásvételi keretszerződés keretében. A nyertes ajánlattevő feladata az Ajánlatkérő eseti megrendelései szerinti keretre szerelt biológiai aorta műbillentyűből és egy, a billentyű implantátum bevezetését és elhelyezését elősegítő előre szerelt bevezető rendszer és tartozékaiból álló szett szállítása az Ajánlatkérő részére.	33182220	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	['adás-vételi', 'szerződés', 'főzési', 'alapanyag', 'beszerzés', 'rész', 'ben', 'gyermekélelmezés', 'egészségügyi', 'és', 'szociális', 'intézményi', 'élelmezés', 'cél']
246879-2017	Földgáz adásvételi szerződés.	Kiskunfélegyháza Város Önkormányzata és Intézményei részére földgáz beszerzése 12 hónapos időtartamra.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91	['adásvételi', 'keretszerződés', 'bitumenemulzió', 'modifikált', 'bitumenes', 'öntapadó', 'repedésjavító', 'szalag', 'bitumenalapú', 'hézagkiöntő', 'anyag', 'továbbá', 'hígított', 'bitumen', 'beszerzés', 'a', 'szerződés', 'aláírás', 'számított', 'hónap', 'időtartam', 'az', 'ajánlati', 'felhívás', 'megjelölt', 'rész', 'szerint', 'a', 'rész', 'megjelölt', 'nettó', 'keretösszeg', 'erő']
246883-2013	Szállítási szerződés.	Egyszerhasználatos, steril 3 részes „top and bottom” típusú zárt vérvételi műanyag zsákrendszer beszerzése.	33141613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	['gazdálkodó', 'szervezet', 'kapcsolatos', 'm3', 'és', 'a', 'ii', 'pont', 'meghatározott', 'm3', 'opciós', 'érték', 'települési', 'szilárd', 'hulladékgazdálkodási', 'részfeladat', 'gyűjtés', 'szállítás', 'ellátás', 'mely', 'szolgáltató', 'az', 'által', 'biztosított', 'célgép', 'eszköz', 'műszaki', 'leírás', 'szerinti', 'hulladékgyűjtő', 'edényzettel', 'kell', 'végeznie']
246883-2017	3D technológiájú eszközbeszerzés a Pécsi Tudományegyetem GINOP-2.3.2-15-2016-00022 jelű pályázata keretein belül. Hivatkozási szám: 13/2017	3D technológiájú eszközbeszerzés a Pécsi Tudományegyetem GINOP-2.3.2-15-2016-00022 jelű pályázata keretein belül a közbeszerzési dokumentációban meghatározott paraméterekkel, az alábbiak szerint: 1. ajánlati rész: 3D bioreaktor 2. ajánlati rész: Bioprinting laboreszközök 3. ajánlati rész: CNC megmunkálóberendezés 4. ajánlati rész: Ipari, professzionális, folyékony fotopolimer jetting technológiát alkalmazó 3D nyomtató 5. ajánlati rész: Ipari, professzionális, SLS (szelektív lézer szinterező) technológiát alkalmazó 3D nyomtató 6. ajánlati rész: Fogászati nyomtató 7. ajánlat rész: Lézervágó 8. ajánlati rész: Vákuumkamra és szivattyú 9. ajánlati rész: VINYL cutter 10. ajánlati rész: Homokfúvó 11. ajánlati rész: CNC gépek 12. ajánlati rész: Kerámia kemence 13. ajánlati rész: Hegesztő 14. ajánlati rész: Fúró 15. ajánlati rész: Ultrahangos tisztító.	42000000|42610000|42621100|42662000|42924200|42942000|42962000|42995000|43130000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42	['kröger', 'típusú', 'vagy', 'az', 'egyenértékű', 'szemétbunker', 'téri', 'polipmarkoló', 'beszerzés', 'és', 'szállítás']
247004-2013	Szállítási szerződés, szolgáltatási szerződés.	Szállítási szerződés a dokumentáció 2. sz. mellékletében meghatározott választékú és mennyiségű nyomtatott verziójú külföldi folyóirat, az ugyanezen mellékletben meghatározott címekre történő szállítására és terjesztésére. Szolgáltatási szerződés a dokumentáció 3. sz. mellékletében meghatározott választékú külföldi elektronikus szakirodalmi folyóiratok beszerzésére.	22211000|22212000|79823000|79980000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79	['a', 'semmelweis', 'egyetem', 'részére', 'gyógyszerkészítmény', 'beszerzés', 'főcsoport', 'adásvételi', 'keretszerződés', 'keret', 'lehívás', 'normál', 'rendkívüli', 'ú', 'stati', 'és', 'életmentő', 'útján', 'a', 'szerződés', 'a', 'keretösszeg', 'kimerülés', 'mely', 'az', 'alap', 'opciós', 'mennyiség', 'alapmennyiség', 'a', 'nettó', 'ft', 'de', 'legfeljebb', 'havi', 'időtartam', 'jön', 'lét', 'a', 'beszerzés', 'nem', 'tárgy', 'az', 'áeek', 'által', 'a', '2012.', 'iii', 'korm', 'rendelet', 'alap', 'beszerzett', 'készítmény', 'a', 'fekvőbeteg', 'szakellátás', 'nyújtó', 'intézmény', 'részére', 'történő', 'gyógyszer', 'orvostechnikai', 'eszköz', 'és', 'fertőtlenítőszer', 'beszerzés', 'országos', 'központosított', 'rendszer', 'szóló', '2012.', 'iii', 'korm', 'rendelet', '6.', '§', 'bekezdés', 'alap', 'az', 'áeek', 'által', 'későn', 'a', 'szerződés', 'hatály', 'alatt', 'beszerzett', 'készítmény', 'az', 'áeek', 'által', 'kötendő', 'szerződés', 'illetve', 'keretmegállapodás', 'hatály', 'lépés', 'követő', 'szintén', 'kikerül', 'a', 'nyertes', 'ajánlattevő', 'által', 'szállítandó', 'készítmény', 'közül']
247008-2013	Új légfúvó egység szállítása és telepítése.	Szállítási szerződés keretében új légfúvó egység szállítása és telepítése.	31158300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31	['szállítási', 'keretszerződés', 'a', 'máv-start', 'zrt', 'munkavállaló', 'részére', 'a', 'társaság', 'vbkj', 'rendszer', 'keret', 'nyújtott', 'iskolakezdési', 'értékutalvány', 'beszerzés']
247065-2012	Építési szerződés „Héhalom agglomeráció - Héhalom, Szirák, Palotás, Egyházasdengeleg, Kisbágyon - szennyvízelvezetése és tisztítása” (pályázat azonosító száma: KEOP-1.2.0/09-11-2011-0027) FIDIC Könyv szerződéses feltételei szerint.	Építési szerződés „Héhalom agglomeráció - Héhalom, Szirák, Palotás, Egyházasdengeleg, Kisbágyon - szennyvízelvezetése és tisztítása” (pályázat azonosító száma: KEOP-1.2.0/09-11-2011-0027) FIDIC Könyv szerződéses feltételei szerint.	45000000|45232400|45232420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45	['tervezési', 'szerződés', 'k031', 'k031', 'k031', 'k031', '31.', 'sz.', 'főút', 'jnsz', 'és', 'heves', 'megyei', 'szakasz', 'kn', 'tengelyterhelés', 'történő', 'megerősítés', 'eu', 'támogatási', 'kérelem', 'elkészítés']
247089-2013	KDOP-2.1.1/B-12-2012-0030 azonosítószámú Koronás Park projekthez kapcsolódó telepített játszóeszközök beszerzése szállítási szerződés keretében.	KDOP-2.1.1/B-12-2012-0030 azonosítószámú Koronás Park projekthez kapcsolódó telepített játszóeszközök beszerzése szállítási szerződés keretében.	37535200|37535210|37535220|37535240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37	['földgáz', 'adásvételi', 'teljes', 'ellátás', 'alapú', 'szerződés', 'a', 'nemzeti', 'sportközpont', 'nsk', 'vagyonkezelés', 'üzemeltetés', 'álló', 'ingatlan', 'feljogosított', 'fogyasztási', 'helyei', 'részére', 'a', 'gázminőségi', 'előírás', 'megfelelő', 'földgázenergia', 'versenypiaci', 'beszerzés']
247090-2013	Élelmiszeripari termékek és alapanyagok szállítása.	Szállítási szerződés különféle élelmiszerek beszerzésére, 7 részajánlattételi körben.	15800000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15	['adásvételi', 'keretszerződés', 'alap', 'általános', 'gumitermék', 'beszerzés', 'a', 'bkv', 'vasúti', 'járműjavító', 'kft.', 'részére', '1.', 'részfeladat', 'ics', 'kcsv-7', 'jármű', 'általános', 'gumi', 'alkatrész', 'beszerzés', '2.', 'részfeladat', 'tw6000', 'jármű', 'általános', 'gumitermék', 'beszerzés', '3.', 'részfeladat', 't5c5k2', 'jármű', 'általános', 'gumitermék', 'beszerzés', '4.', 'részfeladat', 'szilent', 'szimering', 'o-gyűrű', 'beszerzés', '5.', 'részfeladat', 'általános', 'gumi', 'alkatrész', 'beszerzés']
247111-2015	Adásvételi szerződés az Ajánlatkérő Intézmény részére 24 hónapban szükséges különféle laboratóriumi diagnosztikumok leszállítására, egyrészt a saját tulajdonában lévő laboratóriumi készülékek működtetéséhez, másrészt pedig a 2. rész (VIII. és IX. fejezet) esetében gyárilag új vagy 4 évesnél nem régebbi demo különféle laboratóriumi készülékek kihelyezésével együtt, továbbá a használatba adásra kerülő készülékek on-line csatlakozásának biztosítása Ajánlatkérő mindenkori informatikai rendszeréhez. Jelenleg Ajánlatkérőnél Medworks informatikai rendszer működik.	Ajánlatkérő az Intézmény részére 24 hónapban szükséges különféle laboratóriumi diagnosztikumokat kívánja megvásárolni, egyrészt a saját tulajdonában lévő laboratóriumi készülékek működtetéséhez, másrészt pedig a 2. rész (VIII. és IX. fejezet) esetében gyárilag új vagy legfeljebb 4 évesnél nem régebbi demo különféle laboratóriumi készülékek kihelyezésével együtt, továbbá a használatba adásra kerülő készülékek on-line csatlakozásának biztosításával Ajánlatkérő mindenkori informatikai rendszeréhez. Jelenleg Ajánlatkérőnél Medworks informatikai rendszer működik.	33124100|33696500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	['dek-751', 'debreceni', 'egyetem', 'kenézy', 'gyula', 'egyetemi', 'kórház', 'részére', 'neurotraumatológiai', 'implantátum', 'beszerzés', 'konszignációs', 'raktár', 'üzemeltetés', '1.', 'rész', 'elülső', 'nyaki', 'gerincrögzítő', 'lemezes', 'rendszer', 'bikortikális', 'monokortikális', 'csavar', '2.', 'rész', 'elülső', 'nyaki', 'gerincrögzítő', 'lemezes', 'rendszer', 'monokortikális', 'csavar', '3.', 'rész', 'nyaki', 'rudas-csavaros', 'rendszer', '4.', 'rész', 'háti', 'rudas-csavaros', 'rendszer', '5.', 'rész', 'minimal', 'invasiv', 'polyszegmentális', 'hátsó', 'háti-ágyéki', 'gerincrögzítő', 'rudas-csavaros', 'rendszer', '6.', 'rész', 'hátsó', 'csigolyatest', 'közti', 'távtartó', 'kosár', '7.', 'rész', 'minimal', 'invasive', 'lumbalis', 'spacer', '1.', '8.', 'rész', 'minimal', 'invasive', 'lumbalis', 'spacer', '2.', '9.', 'rész', 'tlif', 'mütéti', 'technika', 'lumbalis', 'spacer', '10.', 'rész', 'elülső', 'nyaki', 'csigolyatest', 'közti', 'spacer', '11.', 'rész', 'elülső', 'nyaki', 'csigolyatest', 'közti', 'távtartó', 'kosár', '12.', 'rész', 'radiofrekvenciás', 'csontcement', 'augmentáció', '13.', 'rész', 'verteboplasztikai', 'eljárás', 'szükséges', 'anyag', 'a', 'részlet', 'a', 'műszaki', 'leírás', 'tartalmaz']
247128-2015	A KEOP 5.6.0/ E/15 „Egészségügyi eszközök energia megtakarítást célzó beszerzésének támogatása” című konstrukcióhoz kapcsolódóan röntgen berendezések szállítása, telepítése, üzembe helyezése adásvételi szerződés keretében.	A KEOP 5.6.0/ E/15 „Egészségügyi eszközök energia megtakarítást célzó beszerzésének támogatása” című konstrukcióhoz kapcsolódóan röntgen berendezések szállítása, telepítése, üzembe helyezése adásvételi szerződés keretében.	33111000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	['hitel', 'szerződés', 'eu', 'finanszírozású', 'beruházás', 'támogatott', 'önrész', 'finanszírozás', 'vonatkozó', 'fejlesztési', 'hitel', 'felvétel', 'tárgy']
247154-2016	Egységes földgáz energia beszerzése BM szervek részére.	Adásvételi szerződés földgáz energia beszerzésére a BM szervek részére.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91	['adásvételi', 'szerződés', 'gyógyszer', 'beszerzés']
