id	title	shortDescription	cpvs	AwCritLacksIndicator	AwCritMethodMissingIndicator	AwCritPaymentDeadlineCondIndicator	ContrDescCartellingIndicator	CountOfInvOpsNoCondIndicator	DeadlineIsTightIndicator	DurationLongOrIndefiniteIndicator	FinAbEquityCondIndicator	FinAbMissingMinCondIndicator	FinAbRevenueCondExceedEstimValIndicator	FinAbRevenueCondManyYearsIndicator	FwAgFewParticipantsIndicator	FwAgHighEstimatedValueIndicator	FwAgLongDurationIndicator	FwAgOneParticipantIndicator	HighEstimatedValueIndicator	OfferGuaranteeIsHighIndicator	OpeningDateDiffersFromDeadlineIndicator	PersSitMissingCondIndicator	ProcTypeAcceleratedIndicator	ProcTypeNegotiatedNoJustificationIndicator	RenewalOfContractIndicator	TechCapEURefCondIndicator	TechCapExpertsExpCondManyYearsIndicator	TechCapGeoCondIndicator	TechCapMissingMinCondIndicator	TechCapRefCondExceedEstimValIndicator	TechCapRefCondManyYearsIndicator	TechCapSingleContractRefCondIndicator
220457-2015	Adásvételi szerződés az „Interaktív sör- és gasztronómiai pincemúzeum Szolnokon” című, ÉAOP-2.1.1/A.I-12-2012-0074 azonosítószámú projekt megvalósításához szükséges eszközök beszerzésére.	Adásvételi szerződés az „Interaktív sör- és gasztronómiai pincemúzeum Szolnokon” című, ÉAOP-2.1.1/A.I-12-2012-0074 azonosítószámú projekt megvalósításához szükséges eszközök beszerzésére.	30200000|30213100|30213200|30232110|37810000|39130000|39298900|48810000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220458-2015	Adásvételi szerződés.	Adásvételi szerződés a KEOP – 5.6.0/E/15 „Egészségügyi eszközök energia megtakarítást célzó beszerzésének támogatása” című konstrukcióhoz kapcsolódóan, két részben az alábbiak szerint: — meglévő röntgen berendezések cseréje új röntgen berendezések szállításával, üzembe helyezésével (a közbeszerzési eljárásban egyszer már használatba vett, használt, vagy demonstrációs célra felhasznált készülék nem ajánlható meg), — szállítói mérés elvégzésével az energia-felhasználás csökkenésének alátámasztására, — kezelőszemélyzet betanításával, — öt év jótállás vállalása mellett, — a napi működtetéshez szükséges tervszerű, megelőző karbantartás biztosítása, — valamint a fenntartási időszakban (öt év) az évenkénti fenntartási jelentések alátámasztására szolgáló további mérések elvégzése, a vállalt indikátorok teljesüléséről szóló adatszolgáltatás nyújtása, — a régi berendezés selejtezésében való szakmai közreműködés, — a régi berendezés leszerelése, elszállítása — valamint a fenti elvárások teljesüléséhez elengedhetetlenül szükséges járulékos munkák elvégzése (csatlakozási pontok kialakítása), a jelen felhívásban és a dokumentációban valamint a fent hivatkozott KEOP konstrukció „Pályázati felhívás”-ában foglaltaknak megfelelően. Rövid hivatkozás: „Különféle orvostechnikai eszközök adásvétele”.	33000000	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220459-2015	Adás-vételi szerződés. A KEOP – 5.6.0/E/15 „Egészségügyi eszközök energia megtakarítást célzó beszerzésének támogatása” című konstrukcióhoz kapcsolódóan, meglévő röntgen berendezések cseréje új röntgen berendezések szállításával, telepítésével, üzembe helyezésével, a régi berendezések selejtezésében való szakmai közreműködés, a régi berendezések leszerelése, elszállítása és az előzőek végrehajtásához elengedhetetlenül szükséges járulékos munkák elvégzése.	Adás-vételi szerződés / A KEOP – 5.6.0/E/15 „Egészségügyi eszközök energia megtakarítást célzó beszerzésének támogatása” című konstrukcióhoz kapcsolódóan, meglévő röntgen berendezések cseréje új röntgen berendezések szállításával, telepítésével, üzembe helyezésével, a régi berendezések selejtezésében való szakmai közreműködés, a régi berendezések leszerelése, elszállítása és az előzőek végrehajtásához elengedhetetlenül szükséges járulékos munkák elvégzése a jelen felhívásban és a dokumentációban részletezettek szerint.	33100000|33110000|33111000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220460-2015	Adásvételi szerződés a KEOP-5.6.0/E/15 számú pályázathoz kapcsolódó C-íves sebészeti képerősítő orvosi műszer leszállítása, és üzembe helyezése, továbbá a jótállási időn belüli karbantartási és szerviz tevékenység ellátása.	Szerződés meghatározása: Adásvételi szerződés a KEOP-5.6.0/E/15 számú pályázathoz kapcsolódó C-íves sebészeti képerősítő orvosi műszer leszállítása, és üzembe helyezése, továbbá a jótállási időn belüli karbantartási és szerviz tevékenység ellátása.	33100000|33111300	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220462-2015	Adásvételi szerződés: A KEOP-5.6.0/E/15 azonosítószámú „Egészségügyi eszközök energia-megtakarítást célzó beszerzésének támogatása” elnevezésű projekt keretében radiológiai eszközök beszerzése, az üzemeltetéséhez szükséges betanítás elvégzése.	Adásvételi szerződés: A KEOP-5.6.0/E/15 azonosítószámú „Egészségügyi eszközök energia-megtakarítást célzó beszerzésének támogatása” elnevezésű projekt keretében radiológiai eszközök beszerzése, az üzemeltetéséhez szükséges betanítás elvégzése.	33111000|33111650	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220492-2019	Csepel Önkormányzat közétkeztetési szolgáltatás Hivatkozási szám: EKR000485782019	Budapest XXI. Kerület Csepel Önkormányzata közigazgatási területén működő köznevelési és szociális intézmények közétkeztetési szolgáltatásainak ellátására vállalkozási szerződés keretében. Folyt: VI.3)-tól: 8. Értékelés: Minőségi szempont: 20 élelmezési napra vonatkozó melegebéd étlap változatossága (változatossági mutatószám) / S.szám:30 Nettó ajánlati ár (nettó HUF) / S.szám: 70 9. Értékelés pontszám:0-100. Értékelés módja: Minőségi szempont: Arányosítás (aránypár) egyéb közbesz. dok.ban részletezett feltételek szerint. AK szakmai ajánlatként az egyéb közbesz. dok.ban meghatározott mintaétlapokat kéri benyújtani. Ár szempont: Fordított arányosítás az egyéb közbesz. dok.ban részletezett feltételek szerint. AK Kbt. 77.§(2) és (4)-(5) alapján állapítja meg az értékelés eredményét. 10.Részajánlat esetén szerz. az egyes ellátási helyek von.ban jóval alacsonyabb létszámra vonatkozna, ez magasabb adag-egységárat eredményezne, ez Megrendelőnek finanszírozás problémát okozna	55520000|55521100|55524000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220672-2014	Fót árambeszerzése 2015-2016	Villamos energia beszerzése Fót Város Önkormányzat, a Fóti KÖH, a Fóti GESZ, a Fóti Közszolgáltató Nonprofit Kft. továbbá a Fótliget - Lakópark Ingatlankezelő Közhasznú Nonprofit Kft. és a közvilágítási hálózat számára 2015.01.01. 0:00-tól 2016.12.31. 24:00-ig.	9310000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220727-2017	Vállalkozási szerződés az M2 gyorsforgalmi út Dunakeszi északi csomópont és a 2. sz. főút közötti összekötő út tervezési és kivitelezési feladatainak elvégzésére.	Vállalkozási szerződés az M2 gyorsforgalmi út Dunakeszi északi csomópont és a 2. sz. főút közötti összekötő út tervezési és kivitelezési feladatainak elvégzésére.	32562200|45221111|45231000|45233000|45234100|45247130|71320000	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220743-2020	Közétkeztetési feladatok ellátása Hivatkozási szám: EKR000435422020	A gyermekek védelméről és a gyámügyi igazgatásról szóló 1997. évi XXXI. törvény 21/A. §-a alapján Kecskemét Megyei Jogú Város Önkormányzata által biztosítandó intézményi gyermekétkeztetési feladatok, valamint az önkormányzat fenntartásában lévő szociális intézményekben közétkeztetés biztosítása, valamint ezen szolgáltatásokhoz kapcsolódó főző- és tálalókonyhák üzemeltetése, fejlesztése és felújítása.	39141000|39221180|55320000|55321000|55322000|55510000|55520000|55521100|55523000|55523100|55524000|79993100	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220944-2017	Személygépjármű flotta beszerzés 2017. Hivatkozási szám: KF-2017/0000266	Személygépjárművek beszerzése flottakezelési szerződés keretében.	34100000|50111100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220954-2018	Villamos jármű gyártása, szállítása Hivatkozási szám: EKR000050052018	Adásvételi szerződés a Modern Városok Program keretében 3 db hosszú, új, alacsonypadlós villamos jármű gyártása, szállítása engedélyeztetése, a szükséges betanítás elvégzése és a szerződésben meghatározott egyéb szolgáltatások teljesítése tárgyban.	34144900	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220959-2015	Biztosítási szerződés egészségbiztosítási szolgáltatásra az SZTE külföldi hallgatóinak és külföldi kutatóinak részére.	Biztosítási szerződés egészségbiztosítási szolgáltatásra az SZTE külföldi hallgatóinak és külföldi kutatóinak részére.	66512000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220964-2015	Mezőgazdasági szolgáltatások nyújtása a Kaposvári Egyetem részére.	Mezőgazdasági szolgáltatások nyújtása a Kaposvári Egyetem részére.	60000000|63120000|77100000|77110000|77500000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
220986-2015	Crocodile projekt – Megvalósítások 2. (KT-SZ-85-2015.).	Jelen közbeszerzési eljárás a Cooperation of Road Operators for COnsistent and Dynamic Information LEvels (továbbiakban: CROCODILE) projekt munkaprogramjában szereplő: A4.1 (DATEX-alapú információ csere platform továbbfejlesztése – Nemzeti DATEX II „csomópont” (node) létrehozása az automatikus adatcsere megvalósítása érdekében a határon átnyúló korridorokon), A4.2 (Forgalomterelések Dinamikus Adatbázisa – Az üzemeltetési feladatokat ellátó gépjármű flotta menedzsment rendszerének (FMR) kibővítése, fejlesztése és az ebből származó adatokból valós idejű adatbázis létrehozása, mely online adatokat biztosít az információcsere platform számára (DATEX II node) az ITS Direktíva c) és e) kiemelt intézkedéseire vonatkozó követelmények teljesítése érdekében), illetve A5.1 (Közlekedési információs szolgáltatások biztosítása a meglévő információs csatornák (pl. mobil applikáció, TMC) fejlesztésével) részprojektjeinek megvalósítására irányul. A jelen közbeszerzési eljárás eredményeként megkötött vállalkozási szerződések alapján megvalósítandó beruházások – az intelligens közlekedési rendszerek megvalósítása (rendszerfejlesztés, eszközbeszerzés) tárgykörében – az alábbi munkarészeket tartalmazzák, amelyek egyben hat részajánlattételi lehetőséget képeznek: 1) RÉSZ: A4.1. NEMZETI DATEX II „CSOMÓPONT” (NODE) LÉTREHOZÁSA 2) RÉSZ: 1. PROJEKT: A5.1./1. ON-LINE (MÉRÉSI) ADATOK PUBLIKÁCIÓJA 2. PROJEKT: A4.2./1. RENDSZERFEJLESZTÉS, ON-LINE ADATBÁZIS, RENDSZERKAPCSOLATOK KIALAKÍTÁSA 3) RÉSZ: A5.1./2. TMC FEJLESZTÉS 4) RÉSZ: A5.1./3. MOBIL APPLIKÁCIÓ FEJLESZTÉS 5) RÉSZ: A4.2./2. JÁRMŰFEDÉLZETI EGYSÉGEK (JFE) BESZERZÉSE 6) RÉSZ: A4.2./3. KOOPERATÍV PILOT RENDSZER A feladatok elvégzése során különös tekintettel kell lenni arra, hogy a jelen közbeszerzési eljárás keretében nem egy konkrét rendszer kifejlesztése a cél, hanem több, az ajánlatkérőnél jelenleg is működő rendszer módosítása, bővítése az ajánlati dokumentációban szereplő közbeszerzési műszaki leírásban foglalt előírások figyelembevétele mellett valamint kiemelt tekintettel az integrált működés biztosítására. (A párhuzamosan folyó, jelen projektet befolyásoló fejlesztések kapcsán elvárás, hogy a fejlesztő működjön együtt más, a saját részfeladatát érintő tevékenységet végző fejlesztő csapatokkal.) A szerződés tárgyát képező munka részletes leírását – valamennyi rész tekintetében, részajánlatonként – az ajánlati dokumentáció részét képező közbeszerzési műszaki leírás és szerződés-tervezet tartalmazza.	34997100|72260000|72262000|72263000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221-2018	Különféle érsebészeti és angiográfiai termékek beszerzése Hivatkozási szám: 36/2017	Különféle érsebészeti és angiográfiai termékek beszerzése konszignációs raktár biztosításával. XXV. részben Összesen: 6080 db ebből össz.alapmenny. 4257 db/össz. opciós menny. 1823 db.	33111720	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221-2020	Textiltermékek gyártása, szállítása Hivatkozási szám: EKR001451872019	Adásvételi keretszerződés textiltermékek gyártására, szállítására a Semmelweis Egyetem egészségügyi intézményei részére	18100000|18200000|39518000|39518100	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221029-2017	Magyarországi kiadású, tudományos és szakmai könyvek és kiadványok beszerzése.	Magyarországi kiadású, tudományos és szakmai könyvek és kiadványok beszerzése. 1. rész: Adásvételi keretszerződés, amelynek tárgya Magyarországi kiadású, magyarországi kiadóktól közvetlenül beszerezhető, különböző oktatási és tudományos tevékenységhez kapcsolódó, tudományos és szakmai könyvek beszerzése és a Megrendelő egyes telephelyeire történő kiszállítása. Mennyiség: 60 000 000 HUF+20 % keretösszeg. 2. rész: Adásvételi keretszerződés, amelynek tárgya Magyarországi kiadású, kiadóktól vagy a kiadó terjesztőjétől közvetlenül már nem beszerezhető, jellemzően antikváriumokon keresztül hozzáférhető kiadványok beszerzése és a Megrendelő egyes telephelyeire történő kiszállítása. Mennyiség: 40 000 000 HUF + 20 % keretösszeg.	22110000|22120000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221030-2017	Földgázkereskedő kiválasztása MNV.	Földgáz adásvételi szerződés keretében az ajánlatkérő részére a magyar földgáz hálózaton folyamatosan rendelkezésre álló, szabványos minőségű földgáz energia versenypiaci beszerzése 2017.10.01. 06:00 órától 2018.10.01. 06.00 óráig tartó időszakra vonatkozóan, teljes ellátásalapú földgáz-kereskedelmi szerződés keretében.(„Földgázkereskedő kiválasztása MNV”).	9123000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221036-2017	Adásvételi szerződés elektron tomográf beszerzése, beállítása, beüzemelés és betanítása tárgyban. Hivatkozási szám: 9/Ny/2017/SZBK	Adásvételi szerződés elektron tomográf beszerzése, beállítása, beüzemelés és betanítása tárgyban. Csak gyári új rendszer szállítható.	38510000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221063-2014	Személy- és kistehergépjárművek javítása, szervizelése a Magyar Közút Nonprofit Zrt. Részére	Vállalkozási keretszerződés VW, Skoda, seat gyártmányú kistehergépjárművek és személygépjárművek garanciális időszak alatti illetve garanciális időszakon túli javítására, szervizelésére és alkatrész ellátására, a Magyar Közút Nonprofit Zrt. számára valamennyi rész vonatkozásában összesen 400 000 000 HUF nettó keretösszeg erejéig. Az eggyes részekre vonatkozó keretösszegek II.2.1) pontban kerül részletezésre.	50110000|50112000|50114000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221071-2014	Vállalkozási keretszerződés.	Vegyszeres gyom-, kártevő- és rágcsálóirtás. Vegyszeres gyomirtás az 1-6. részek vonatkozásában. Vegyszeres kártevőirtás a 7-12. részek vonatkozásában. Vegyszeres rágcsálóirtás a 13-17. részek vonatkozásában.	77312000|77312100|90670000|90922000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221149-2014	Vállalkozási szerződés a „Komplex bizottsági tevékenységet támogató szakértői vizsgálatra vonatkozó szolgáltatások igénybevétele az NRSZH EU-s forrásokból megvalósuló TÁMOP 5.4.8.- 08/1-2008-0002 kódszámú projekthez kapcsolódóan” Dél-Alföld (II).	Vállalkozási szerződés a „Komplex bizottsági tevékenységet támogató szakértői vizsgálatra vonatkozó szolgáltatások igénybevétele az NRSZH EU-s forrásokból megvalósuló TÁMOP-5.4.8.-08/1-2008-0002 kódszámú projekthez kapcsolódóan” Dél-Alföld (II)	85100000|85147000|85321000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221245-2014	Vállalkozási szerződés a „Komplex bizottsági tevékenységet támogató szakértői vizsgálatra vonatkozó szolgáltatások igénybevétele az NRSZH EU-s forrásokból megvalósuló TÁMOP 5.4.8.- 08/1-2008-0002 kódszámú projekthez kapcsolódóan” Közép-Dunántúl (II)	Vállalkozási szerződés a. „Komplex bizottsági tevékenységet támogató szakértői vizsgálatra vonatkozó szolgáltatások igénybevétele az NRSZH EU-s forrásokból megvalósuló TÁMOP-5.4.8.-08/1-2008-0002 kódszámú projekthez kapcsolódóan” Közép-Dunántúl (II.)	85100000|85147000|85321000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221264-2014	Vállalkozási szerződés a „Komplex bizottsági tevékenységet támogató szakértői vizsgálatra vonatkozó szolgáltatások igénybevétele az NRSZH EU-s forrásokból megvalósuló TÁMOP 5.4.8.- 08/1-2008-0002 kódszámú projekthez kapcsolódóan” Nyugat-Dunántúl (II).	Vállalkozási szerződés a. „Komplex bizottsági tevékenységet támogató szakértői vizsgálatra vonatkozó szolgáltatások igénybevétele az NRSZH EU-s forrásokból megvalósuló TÁMOP-5.4.8.-08/1-2008-0002 kódszámú projekthez kapcsolódóan” Nyugat-Dunántúl (II).	85100000|85147000|85321000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221305-2020	Ivóvíz és szennyvíz víziközmű építés Hivatkozási szám: EKR000348122020	Debrecen Észak-Nyugati Gazdasági Övezethez kapcsolódó infrastruktúra fejlesztés keretében megvalósuló ivóvíz ellátást és szennyvíz elvezetést biztosító víziközmű építése	45111290|45247112	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221379-2012	Szállítási keretszerződés.	Szállítási keretszerződés általános karbantartási anyagok szállítására.	14810000|39800000|44500000|44810000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221380-2012	Villamos energia beszerzése.	Villamos energia kereskedelmi szerződések a magyar átviteli hálózaton folyamatosan rendelkezésre álló, szabványos minőségű villamos energia szállítására az ajánlatkérő, annak intézményei és gazdasági társaságai részére 12 hónapos időszakra vonatkozóan, teljes ellátás alapú, menetrend adás nélkül (intézményi idősoros-, intézményi profilos-, és közvilágítási felhasználási helyek vonatkozásában). A szerződéskötést követően a kereskedő váltással járó összes adminisztratív tevékenység elvégzése a felhasználó meghatalmazása alapján.	9310000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221523-2019	Élelmiszerbeszerzés - Péterfy Kórház Hivatkozási szám: EKR000492632019	Élelmiszerbeszerzés a Péterfy Kórház - Rendelőintézet Országos Traumatológiai Intézet részére	15131500|15890000|15896000|3142500|3200000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221528-2020	Textil alapanyagok beszerzése Hivatkozási szám: EKR000268532020	Textil alapanyagok beszerzése	19200000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221570-2012	Élelmiszer alapanyag beszerzés.	Szállítási szerződés élelmiszer alapanyag beszerzésére.	15110000|15330000|15500000|15810000|15893000|15896000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221609-2019	Járművek beszerzése a VKSZ Zrt. számára Hivatkozási szám: EKR000493352019	Járművek beszerzése tartós bérleti szerződés keretében Jelen közbeszerzési eljárás célja: az alábbiakban részletezett minimum műszaki paraméterekkel rendelkező gépjárművek beszerzése. 1. számú gépjárműtípus: 15 db új zárt dobozos tehergépjármű 2. számú gépjárműtípus: 3 db új közép kategóriás kombi kivitelű személygépjármű 3. számú gépjárműtípus: 1 db új felső-közép kategóriás kombi kivitelű személygépjármű 4. számú gépjárműtípus: 10 db új billenő platós, duplakabinos tehergépjármű — 36 hónap időtartamú - operatív bérleti és flottarendszerű üzemeltetési konstrukcióban történő biztosítása az ajánlatkérő számára.	34100000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221616-2019	Élelmiszer alapanyag beszerzés Hivatkozási szám: EKR000491602019	A Központi Konyha 1.8.2019 – 31.7.2020 közti időszakra történő élelmiszer alapanyag szállítójának kiválasztása.	15110000|15330000|15500000|15800000|15810000|15893000|15896000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221618-2019	K1969 MAN alkatrész beszerzése és szállítása Hivatkozási szám: EKR000496342019	K1969 MAN alkatrész beszerzése és szállítása	34300000	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221619-2019	Jászberény - földgázenergia Hivatkozási szám: EKR000566542019	Földgázenergia szállítása az ajánlatkérő részére a 1.10.2019 06:00 CET 1.10.2021 06:00 CET közötti időszakra vonatkozóan, teljes ellátás alapú földgázenergia-kereskedelmi szerződés keretében.	9123000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221619-2020	DEK-890 Gerincimplantátumok beszerzése Hivatkozási szám: EKR000094872020	DEK-890 Gerincimplantátumok beszerzése konszignációs raktár üzemeltetésével a Debreceni Egyetem Klinikai Központ Idegsebészeti Klinika és Ortopédiai Klinika részére 1. rész: Implantátum rendszer egyszerű scoliosis műtétekhez 2. rész: Implantátum rendszer kiterjedt nagy rotációval járó scoliosis műtétekhez 3. rész: Hátsó rudas csavaros gerincimplantátum rendszer amely alkalmas gerinc tumor sebészeti kezeléséhez. 4. rész: Elülső nyaki csigolyatest közti távtartó cage 5. rész: Early onset kezelések scoliosisok gyermekkori műtéti megoldására alkalmas fúzió nélküli „növekedő” implantátumrendszer 6. rész: Hátsó craniocervicalis átmenet rögzítő rudas-csavaros rendszer 7. rész: Elülső nyaki gerincrögzítő lemezes rendszer 8. rész: Elülső nyaki csigolyatest pótló protézis 9. rész: Nyaki porckorong pótló 10. rész: Minimal invasive lumbalis XLIF spacer 11. rész: Minimal invasive lumbar spacer Folytatás a VI.4.3) pontban.	33183100|33184100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221620-2018	Utazásszervezési szolgáltatás Hivatkozási szám: EKR000094562018	A Gazdasági Versenyhivatal utazásaihoz kapcsolódó utazásszervezési szolgáltatás.	63515000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
