id	title	shortDescription	cpvs	AwCritLacksIndicator	AwCritMethodMissingIndicator	AwCritPaymentDeadlineCondIndicator	ContrDescCartellingIndicator	CountOfInvOpsNoCondIndicator	DeadlineIsTightIndicator	DurationLongOrIndefiniteIndicator	FinAbEquityCondIndicator	FinAbMissingMinCondIndicator	FinAbRevenueCondExceedEstimValIndicator	FinAbRevenueCondManyYearsIndicator	FwAgFewParticipantsIndicator	FwAgHighEstimatedValueIndicator	FwAgLongDurationIndicator	FwAgOneParticipantIndicator	HighEstimatedValueIndicator	OfferGuaranteeIsHighIndicator	OpeningDateDiffersFromDeadlineIndicator	PersSitMissingCondIndicator	ProcTypeAcceleratedIndicator	ProcTypeNegotiatedNoJustificationIndicator	RenewalOfContractIndicator	TechCapEURefCondIndicator	TechCapExpertsExpCondManyYearsIndicator	TechCapGeoCondIndicator	TechCapMissingMinCondIndicator	TechCapRefCondExceedEstimValIndicator	TechCapRefCondManyYearsIndicator	TechCapSingleContractRefCondIndicator	cpvs_filtered
216862-2014		Adásvételi szerződés a Pilisvörösvári szennyvízcsatorna hálózat eszközállományának fejlesztése tárgyában. Adásvételi szerződés 1 db kombinált csatornatisztító célgép beszerzésére.	34144431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
216953-2015	Árubeszerzés.	Adásvételi szerződés – a KEOP – 5.6.0/E/15 „Egészségügyi eszközök energia megtakarítást célzó beszerzésének támogatása” című pályázathoz kapcsolódóan, digitális röntgen berendezések (röntgen felvételező, röntgen felvételező-átvilágító, kórtermi mobil röntgen, sebészeti átvilágító, mammográf) szállítása, felszerelése, üzembehelyezése, a kezelőszemélyzet betanításával, valamint szállítói mérés elvégzése a felhívásban foglalt energia-felhasználás csökkenésének alátámasztására, a fenntartási időszak (5 év) végéig tartó szállítói jótállás, ehhez kapcsolódóan a napi működtetéshez szükséges tervszerű, megelőző karbantartás elvégzése, valamint az évenkénti fenntartási jelentések alátámasztására szolgáló további mérések és adatszolgáltatások nyújtása.	33111000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
216958-2014	GOP 1.1.1-11-2012-0551 pályázat keretében „1 db Röntgen átvilágító - CT rendszer beszerzése”.	GOP 1.1.1-11-2012-0551 pályázat keretében 1 db Röntgen átvilágító – CT rendszer” beszerzése adásvételi szerződés keretén belül.	33111000|33111400|33115100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
216959-2015	Adásvételi szerződés keretében orvostechnikai eszközök beszerzése az Országos Klinikai Idegtudományi Intézet részére a KEOP-5.6.0/E/15 jelű projekt keretében.	Adásvételi szerződés keretében Digitális röntgen berendezések, röntgen felvételek, kórtermi felvételek, sebészeti átvilágítás és angiográfia céljára alkalmas orvos-technikai eszközök beszerzése az Országos Klinikai Idegtudományi Intézet részére a KEOP-5.6.0/E/15 jelű projekt keretében az alábbiak szerint: A beszerzés 5 részben valósul meg, mely részeket az Ajánlatkérő külön-külön bírálja. „A” Digitális mennyezeti sínes felvételi röntgen berendezés padlóra szerelt, emelhető asztallal, fali Bucky állvánnyal; digitális vezeték nélküli, áthelyezhető flat detektorral, 1 db „B” Digitális mobil röntgen berendezés 2 db „C” C-íves sebészeti képerősítő 1 db „D” Izocentrikus C-íves sebészeti képerősítő 1 db „E” Neurointervenciós Digitális Subtrakciós Angiográfiás (NeuroDSA) berendezés egy c-ívvel 1 db A szállítandó orvos-technikai eszközöket a nyertes ajánlattevőnek rendeltetés-szerű használatra alkalmas módon üzembe kell helyeznie a Dokumentációban foglaltak szerint, illetve a termék használatának betanítását el kell végeznie a felhasználó személyzet számára. A fixen telepítendő eszközök (A és E részek) teljes körű installációs kötelezettsége magában foglalja a fenti eszközök beszerelésén túl az üzembe helyezéshez szükséges egyéb szak-szerelési munkák elvégzését. A teljesítés magában foglalja továbbá az eszközök érvényes forgalomba hozatali engedélyének bemutatását, a fixen telepítendő berendezések telepítési engedélyének beszerzését, az üzembe-helyezési / próbaüzemi jegyzőkönyv felvételét, a kezelőszemélyzet betanítását rögzítő jegyzőkönyv felvételét. A terméktől függően az EV mérési jegyzőkönyv felvételét, valamint a felhasználói kézikönyvek, használati utasítások, magyar nyelven (informatikai eszközök szoftverek esetében angol nyelv is elfogadható), nyomtatott formában, és/vagy elektronikus formában (CD-ROM). A nyertes ajánlattevő feladatát képezi továbbá az A, B és E részek esetében a meglévő berendezés szakszerű leszerelése, elszállítása és megsemmisítése.	33110000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
216963-2015	„Egészségügyi eszközök energia-megtakarítást célzó beszerzésének támogatása” című, KEOP – 5.6.0/E/15 kódszámú pályázati felhívásra történő pályázat benyújtásához MRI készülék beszerzése a Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet részére.	„Egészségügyi eszközök energia-megtakarítást célzó beszerzésének támogatása” című, KEOP – 5.6.0/E/15 kódszámú pályázati felhívásra történő pályázat benyújtásához MRI készülék beszerzése a Soproni Erzsébet Oktató Kórház és Rehabilitációs Intézet részére vállalkozási szerződés keretében.	33113000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
216970-2014	Határidős adásvételi szerződés papíráruk és irodaszerek beszerzése tárgyában.	Papíráruk és irodaszerek beszerzése.	30192700|30199000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30
216971-2015	17-15/2015 KEOP-5.6.0/E/15 Egészségügyi eszközök energia-megtakarítást célzó beszerzésének támogatása című pályázati konstrukcióból képalkotó diagnosztikai eszközök beszerzése – feltételes közbeszerzési eljárásban SPECT/CT berendezés beszerzése, valamint a fenntartási időszak végéig tartó jótállás és a napi működéshez szükséges tervszerű, megelőző karbantartási feladatok ellátása.	Adás-vételi szerződés KEOP-5.6.0/E/15 Egészségügyi eszközök energia-megtakarítást célzó beszerzésének támogatása című pályázati konstrukcióból képalkotó diagnosztikai eszközök beszerzése – feltételes közbeszerzési eljárásban SPECT/CT berendezés beszerzése, valamint a fenntartási időszak végéig tartó jótállás és a napi működéshez szükséges tervszerű, megelőző karbantartási feladatok ellátása.	33111620|33115100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
216983-2014	Szolgáltatási szerződés.	Villamosenergia-vásárlási szerződés villamos energia versenypiaci beszerzésére.	9310000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93
217-2018	Adásvételi szerződés az Intézmény részére Varrógép és sérvháló 2018 beszerzése konszignációs raktár biztosításával 24 hónapra 1-15. részre.	Adásvételi szerződés keretében Ajánlatkérő az Intézmény részére 24 hónapra Varrógép és sérvháló beszerzése konszignációs raktár üzemeltetésével kívánja megvásárolni.	33141122	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
217000-2015	Direkt digitális röntgen berendezések beszerzése az Orosházi Kórház részére a KEOP-5.6.0/E/15 pályázat keretében feltételes közbeszerzési eljárás során.	Adásvételi szerződés 2 db direkt digitális röntgen berendezés beszerzése érdekében.	33111000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
217006-2015	Adásvételi szerződés. A KEOP-5.6.0/E/15 „„Egészségügyi eszközök energia-megtakarítást célzó beszerzésének támogatása” pályázat – 2. szakasz keretében 3 db gyárilag új digitális röntgen gép beszerzésére.	Adásvételi szerződés keretében a KEOP-5.6.0/E/15 „»Egészségügyi eszközök energia-megtakarítást célzó beszerzésének támogatása«” pályázat – 2. szakasz keretében 3 db gyárilag új digitális röntgen gép beszerzése, amely eredményeképpen a régi gép kiszerelése, az új berendezés szállítása, üzembe helyezését követően, 24 órás mérés alapján alátámasztott, egy vizsgálatra vetített energia-felhasználás csökkenést kell biztosítani a lecserélt régi géphez képest. A teljesítés magában foglalja a régi gépek kiszerelését, a gyárilag új készülékek leszállítását, üzembe helyezését, a kezelő személyzet betanítását, a fenti feladatokra vállalt átfutási időre, a fenntartási időszak (5 év) végéig tartó szállítói jótállás vállalását, ehhez kapcsolódóan a napi működtetéshez szükséges tervszerű, megelőző karbantartás biztosítását, valamint az évenkénti fenntartási jelentések alátámasztására szolgáló további mérésekről és a vállalt indikátorok teljesüléséről szóló adatszolgáltatás nyújtását. A részletes szakmai követelményrendszer meghatározását az Ajánlati Dokumentáció tartalmazza.	33124200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
217025-2013	Vállalkozási szerződés az M0 autóút déli szektorán a 0+115-2+840 km sz. között 2x3 sávra történő bővítéséhez bal pálya építése során építés, meglévő jobb pálya 0+220-3+225 km sz. közötti részének forgalomba helyezésével kapcsolatos építési munkák elvégzése tárgyában.	Vállalkozási szerződés az M0 autóút déli szektorán a 0+115-2+840 km sz. között 2x3 sávra történő bővítéséhez bal pálya építése során építés, meglévő jobb pálya 0+220-3+225 km sz. közötti részének forgalomba helyezésével kapcsolatos építési munkák elvégzése tárgyában.	45221111|45230000|45233100|45233120|45233128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45
217044-2013	Vállalkozási szerződés.	1. rész: Debreceni Református Kollégium Gimnáziuma és Általános Iskola kialakítása a Debrecen, Péterfia u. 1-7. sz. alatti épületben; 2. rész: Kölcsey Ferenc Református Gyakorló Általános Iskola tornaterem bővítés. épületeinek kivitelezési munkái vállalkozási szerződés keretében. A szerződés egyösszegű (átalányáras) típusú.	45110000|45200000|45213316|45261000|45300000|45410000|45420000|45430000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45
217078-2013	Útépítés, útfenntartás és mélyépítés keretmegállapodás (SG-724.)	Útépítés, útfenntartás és mélyépítés keretmegállapodás.	45100000|45213316|45220000|45221200|45221250|45232400|45232450|45233120|45233141|45233142|45233162|45233220|45233252|45233290|45233320|45247130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45
217096-2013	K031.10, K031.11 „31. sz. főút Heves megyei szakasz 115 kN tengelyterhelésre történő megerősítés” kivitelezési munkáinak elvégzése.	K031.10, K031.11 „31. sz. főút Heves megyei szakasz 115 kN tengelyterhelésre történő megerősítés” kivitelezési munkáinak elvégzése vállalkozási szerződés keretében.	45221111|45230000|45233100|45233120|45233128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45
217271-2017	Vállalkozási szerződés Országos Onkológiai Intézet székhelyén üzemelő 1 db MR készülék és segédberendezéseinek teljes körű karbantartására, eseti hibaelhárítására, 48 hónapos határozott időtartamra.	Vállalkozási szerződés az ajánlatkérő Országos Onkológiai Intézet Budapest, Ráth György u. 7-9. szám alatti székhelyén üzemelő 1 db MR készülék és segédberendezéseinek teljes körű karbantartására, eseti hibaelhárítására, 48 hónapos határozott időtartamra.	50421000|51411000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
217397-2014	„Budai Vár és környéke közlekedés fejlesztése” keretében gyalogos információs és tájékoztató rendszer kiépítése, valamint support tevékenység ellátása.	Szerződés meghatározása: Vállalkozási szerződés Tárgya: „Budai Vár és környéke közlekedés fejlesztése” keretében gyalogos információs és tájékoztató rendszer kiépítése, valamint support tevékenység ellátása.	72222300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72
217404-2014	Tervezési szerződés keretében az M0 autóút nyugati szektor 10 sz. főút - 1. sz. főút közötti szakaszra vonatkozó környezeti hatástanulmány és Natura 2000 hatásbecslés elkészítése, illetve a környezetvédelmi engedély megszerzése.	Tervezési szerződés keretében az M0 autóút nyugati szektor 10 sz. főút - 1. sz. főút közötti szakaszra vonatkozó környezeti hatástanulmány és Natura 2000 hatásbecslés elkészítése, illetve a környezetvédelmi engedély megszerzése.	71335000|71356400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
217451-2014	Közműfejlesztési hitel felvétele Eger Megyei Jogú Város Önkormányzata részére.	Hitelszerződés Eger MJV Önkormányzata közműfejlesztést szolgáló beruházás finanszírozásához.	66113000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66
217453-2012	Fővárosi Önkormányzat Városligeti Műjégpálya pálya- és épületegyüttes rekonstrukció kivitelezése - befejező építési munkák.	"Építési szerződés, melynek tárgya ""Fővárosi Önkormányzat Városligeti Műjégpálya pálya- és épületegyüttes rekonstrukció kivitelezése - befejező építési munkák""."	45000000|45212350|45300000|45310000|45315300|45315600|45331000|45350000|45400000|45453100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45
217461-2014	Szolgáltatási szerződés.	Szolgáltatási szerződés keretében a Fővárosi Közterület-fenntartó Zrt. Oracle vállalatirányítási rendszereinek licence vásárlása, Vállalatirányítási és Kontrolling rendszerének üzemeltetésével kapcsolatos szakértői támogatás beszerzése.	72000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72
217487-2020	Szakrendszer fejlesztése, bevezetése 2020 Hivatkozási szám: EKR000433772020	Az Ajánlatkérő (Megrendelő) tulajdonában lévő Integrált Irat- és Dokumentumkezelő Rendszer (rövid elnevezéssel: IIDR) továbbfejlesztése, új modulokkal történő kiegészítése annak érdekében, hogy a fejlesztés befejeztével az IIDR szoftver alkalmas legyen országos, éles üzembe állítással az ügyészi munkának - legalább egy szakterületen - történő kiszolgálására.	72262000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72
217520-2014	Megbízási szerződés/ 1. rész: 51.sz. főút 77+917- 85+200 km.sz. (Apostag - Solt) és az 97+765 - 98+723 (Harta átkelés mellett) közötti szakaszon 115 kN tengelyterhelésre történő burkolat-megerősítés megépítéséhez kapcsolódó mérnöki és műszaki ellenőri feladatok ellátása. 2. rész: 51. sz. főút 114+652 -138+634 km.sz. (Kalocsa - M9.ap. csp.) közötti szakaszon 115 kN tengelyterhelésre történő burkolat-megerősítés és párhuzamos kerékpárút megépítéséhez kapcsolódó mérnöki és műszaki ellenőri feladatok ellátása. 3. rész: 521.sz. Solt északi elkerülő út megépítéséhez kapcsolódó mérnöki és műszaki ellenőri feladatok ellátása.	Megbízási szerződés/ 1. rész: 51.sz. főút 77+917- 85+200 km.sz. (Apostag - Solt) és az 97+765 - 98+723 (Harta átkelés mellett) közötti szakaszon 115 kN tengelyterhelésre történő burkolat-megerősítés megépítéséhez kapcsolódó mérnöki és műszaki ellenőri feladatok ellátása. 2. rész: 51. sz. főút 114+652 -138+634 km.sz. (Kalocsa - M9.ap. csp.) közötti szakaszon 115 kN tengelyterhelésre történő burkolat-megerősítés és párhuzamos kerékpárút megépítéséhez kapcsolódó mérnöki és műszaki ellenőri feladatok ellátása. 3. rész: 521.sz. Solt északi elkerülő út megépítéséhez kapcsolódó mérnöki és műszaki ellenőri feladatok ellátása.	71322000|71336000|71356100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
217525-2014	Felügyelt digitális hálózat elérési szolgáltatás biztosítása - 2014.	Vállalkozási (szolgáltatási) szerződés felügyelt, digitális hálózat elérési szolgáltatás biztosítására, valamint a szolgáltatás működőképességének folyamatos biztosítására hálózatfelügyeleti rendszer és elektronikus hibajegykezelő rendszer alkalmazása a dokumentációban megadott, jelenleg összesen 428 db végpont számára, 9 részben, a megadott szolgáltatási követelményeknek megfelelően.	64200000|64227000|72318000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72
217533-2017	A Fővárosi Közterület- fenntartó Zártkörűen Működő Nonprofit Részvénytársaság Hulladékhasznosító Mű Üzemben üzemelő 4 db hulladéktüzelésű kazán fűtőfelületeinek, 4 db abszorber tartály és az összekötő.	A Fővárosi Közterület- fenntartó Zártkörűen Működő Nonprofit Részvénytársaság Hulladékhasznosító Mű Üzemben üzemelő 4 db hulladéktüzelésű kazán fűtőfelületeinek, 4 db abszorber tartály és az összekötő füstgáz csatornáknak a hatásfokjavító és munkavédelmi tisztítása.	90913100|90915000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90
217566-2014	MTVA részére időjárás jelentéshez adatszolgáltatás biztosítása 24 hónap időtartamra.	Vállalkozási szerződés - MTVA részére időjárás jelentéshez adatszolgáltatás biztosítása 24 hónap időtartamra.	71351600|71351610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
217595-2014	Hitelfelvétel Eger Megyei Jogú Város Önkormányzata részére 2014. évi fejlesztési célok megvalósítása érdekében.	Hitelszerződés Eger MJV Önkormányzata önkormányzati 2014. évi fejlesztési célok megvalósítását szolgáló beruházások finanszírozásához	66113000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66
217596-2014	Vállalkozási szerződés „Mosonmagyaróvár oktatási intézményei és óvodái részére takarítási és portaszolgálati tevékenység ellátása” 36 hónap időtartamban.	Vállalkozási szerződés „Mosonmagyaróvár oktatási intézményei és óvodái részére takarítási és portaszolgálati tevékenység ellátása” 36 hónap időtartamban.	90900000|90911200|90919300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90
217645-2012	Villamos energia beszerzése.	Villamos energia szállítása teljes ellátás alapú fogyasztói menetrend adás nélküli villamos energia szállítási szerződés keretében.	9310000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93
217646-2012	Szállítási szerződés a 2013. évi oltóanyagok beszerzésére.	Szállítási szerződés a 2013. évi oltóanyagok beszerzésére.	33651520|33651600|33651660|33651680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
21766-2019	Létesítményüzemeltetés és vagyonvédelem Hivatkozási szám: EKR000783312018	A FŐTÁV Zrt. saját és leányvállalatai telephelyein végzendő létesítményüzemeltetési, karbantartási, személy- és vagyonvédelmi, valamint járőrszolgálati feladatok ellátása — Műszaki üzemeltetés, — Műszaki felügyelet: felügyeleti feladatok, épületszerkezeti vizsgálatok, gépészeti feladatok, fűtési feladatok, karbantartás, hibajavítás, — Helyszínen foglalkoztatott dolgozók feladatai: szakmánként végzendő tevékenységek (villanyszerelő, vízszerelő, lakatos és egyéb javítási feladatok, segédmunkás- udvari munkásfeladatok, általános feladatok) — Klímakarbantartás: karbantartási, ellenőrzési feladatok, irodákban, szobákban végzendő feladatok, folyadékhűtőkkel kapcsolatos feladatok, — Felvonó karbantartás, ellenőrzés — Kertészeti munkák, — Takarítási feladatok, — Jég- és síkosságmentesítés, hóeltakarítás, — Rovar és rágcsálóirtás, — Személy és vagyonvédelem biztosítása — Pénz és értékszállítás — Járőrszolgálat biztosítása gépjárművel	90900000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90
217660-2014	Tervezési szerződés: az „M8-M5 autópálya csomópont (Nagykőrös-M5 közötti szakasz) engedélyezési terv módosítása és új engedélyezési terv készítése” tárgyában.	Tervezési szerződés: az „M8-M5 autópálya csomópont (Nagykőrös-M5 közötti szakasz) engedélyezési terv módosítása és új engedélyezési terv készítése” tárgyában.	71320000|71322300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
217679-2012	Szállítási szerződés különféle élelmiszerek beszerzésére.	Szállítási szerződés különféle élelmiszerek beszerzésére.	15100000|15110000|15411100|15431100|15500000|15511000|15612000|15626000|15800000|15810000|15831000|15851100|15863000|15871000|15872000|15896000|15897200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15
217680-2013	Villamos energia beszerzés/2013.	Villamos energia értékesítési szerződés/villamos energia szállítása. Nyertes ajánlattevő feladata a közös ajánlatkérők dokumentációban megjelölt csatlakozási pontjai részére 2014.1.1. 0.00 órától - 2014.12.31. 24.00 óráig teljes ellátás alapú szerződés keretében történő villamos energia biztosítása.	9310000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93
217686-2013	Földgázbeszerzés 2013-2014-es gázévre a Mezőberény Város Önkormányzata és Intézményei részére.	Földgázbeszerzés 2013-2014-es gázévre a Mezőberény Város Önkormányzata és Intézményei részére.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
217711-2014	POS, illetve virtuális POS kártyaelfogadói szolgáltatás nyújtása.	POS, illetve virtuális POS kártyaelfogadói szolgáltatás nyújtása.	66110000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66
217742-2013	Mezőgazdasági gépek, eszközök beszerzése I.	Részajánlatonként szállítási szerződés a II.2.1.) pont szerinti mezőgazdasági gépek szállítására.	16000000|16310000|16600000|16700000|34000000|34140000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
217760-2013	Szállítási szerződés	Szállítási szerződés téli síkosság-mentesítő anyag (útszóró só) beszerzése érdekében.	34927100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
21778-2019	SRF RDF 2019 Hivatkozási szám: EKR001047332018	2019. évi haszonanyag energetikai hasznosítás - „SRF/RDF haszonanyag energetikai hasznosítás beszerzés keretmegállapodás alapján”	90500000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90
217830-2015	Középiskolai ebéd beszerzése.	Szolgáltatási szerződés keretében középiskolai ebéd beszerzése szakközépiskolák és szakiskolák részére.	55321000|55322000|55524000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55
